Date,Year,Month,Month_Name,Min Temperature(°C),Max Temperature(°C),Average Temperature(°C),Precipitation(mm),Wind(km/h),Relative Humidity,Solar(W/m²)
1979-02-02,1979,2,February,26.433,31.289,28.861,5.194,4.15,0.779,28.036
1979-02-03,1979,2,February,25.949,29.332,27.641,15.445,5.989,0.816,25.39
1979-02-04,1979,2,February,25.466,28.717,27.092,19.784,7.327,0.814,27.582
1979-02-05,1979,2,February,25.226,28.417,26.822,27.622,6.793,0.841,25.379
1979-02-06,1979,2,February,25.657,30.038,27.848,5.212,4.711,0.767,28.784
1979-02-07,1979,2,February,25.67,30.318,27.994,3.445,4.882,0.744,29.07
1979-02-08,1979,2,February,25.094,28.951,27.022,9.072,3.68,0.777,28.77
1979-02-09,1979,2,February,22.933,29.933,26.433,3.385,1.457,0.779,24.342
1979-02-10,1979,2,February,23.134,32.228,27.681,0.0,1.395,0.731,27.988
1979-02-11,1979,2,February,24.194,33.071,28.632,0.038,1.937,0.697,27.816
1979-02-12,1979,2,February,25.688,32.514,29.101,5.656,2.043,0.721,23.678
1979-02-13,1979,2,February,24.819,32.055,28.437,11.582,1.689,0.777,28.657
1979-02-14,1979,2,February,24.555,33.037,28.796,12.716,1.292,0.769,28.364
1979-02-15,1979,2,February,24.844,30.586,27.715,18.024,2.043,0.831,22.463
1979-02-16,1979,2,February,25.045,30.102,27.574,5.512,2.689,0.812,23.364
1979-02-17,1979,2,February,25.39,30.1,27.745,8.159,2.771,0.794,26.123
1979-02-18,1979,2,February,24.892,29.198,27.045,11.318,2.914,0.813,26.173
1979-02-19,1979,2,February,25.167,27.261,26.214,19.707,2.921,0.87,11.731
1979-02-20,1979,2,February,24.994,27.921,26.458,22.046,4.697,0.859,22.172
1979-02-21,1979,2,February,24.719,29.03,26.874,29.792,4.507,0.866,21.283
1979-02-22,1979,2,February,25.765,28.693,27.229,18.423,3.646,0.853,25.874
1979-02-23,1979,2,February,25.271,29.221,27.246,13.003,3.65,0.835,26.731
1979-02-24,1979,2,February,24.858,29.198,27.028,11.187,3.442,0.826,26.6
1979-02-25,1979,2,February,24.819,27.565,26.192,15.269,3.138,0.872,18.466
1979-02-26,1979,2,February,25.04,28.346,26.693,27.385,3.708,0.882,23.545
1979-02-27,1979,2,February,24.695,29.434,27.065,22.408,3.441,0.852,20.334
1979-02-28,1979,2,February,24.845,29.474,27.16,3.02,1.972,0.839,18.14
1979-03-01,1979,3,March,24.423,29.906,27.164,2.929,2.114,0.842,15.445
1979-03-02,1979,3,March,25.783,29.378,27.58,15.223,2.614,0.855,15.435
1979-03-03,1979,3,March,25.657,29.01,27.334,12.013,2.386,0.876,11.998
1979-03-04,1979,3,March,25.712,28.163,26.938,24.187,3.412,0.88,14.055
1979-03-05,1979,3,March,25.548,28.685,27.116,28.489,2.92,0.874,25.406
1979-03-06,1979,3,March,24.924,29.412,27.168,17.482,1.896,0.857,26.062
1979-03-07,1979,3,March,24.979,29.35,27.164,13.819,1.951,0.86,21.047
1979-03-08,1979,3,March,23.714,28.209,25.962,25.799,1.645,0.907,4.481
1979-03-09,1979,3,March,23.478,29.248,26.363,7.862,1.439,0.872,23.291
1979-03-10,1979,3,March,24.791,29.322,27.056,21.324,2.271,0.867,26.963
1979-03-11,1979,3,March,25.412,27.855,26.633,19.262,2.77,0.893,13.222
1979-03-12,1979,3,March,25.035,28.806,26.92,13.973,2.47,0.864,27.105
1979-03-13,1979,3,March,24.317,29.625,26.971,10.65,1.482,0.867,21.276
1979-03-14,1979,3,March,25.044,29.152,27.098,14.861,2.302,0.851,24.149
1979-03-15,1979,3,March,24.617,29.89,27.254,6.537,1.572,0.844,26.672
1979-03-16,1979,3,March,24.262,28.388,26.325,37.618,1.815,0.894,23.226
1979-03-17,1979,3,March,25.328,27.674,26.501,17.085,4.024,0.882,19.618
1979-03-18,1979,3,March,25.004,27.33,26.167,10.921,3.333,0.884,7.988
1979-03-19,1979,3,March,24.762,27.889,26.325,2.755,2.439,0.844,18.587
1979-03-20,1979,3,March,24.298,29.457,26.877,4.14,1.634,0.833,26.046
1979-03-21,1979,3,March,24.383,31.381,27.882,1.768,2.046,0.807,26.593
1979-03-22,1979,3,March,23.898,31.573,27.736,1.888,1.674,0.801,26.715
1979-03-23,1979,3,March,24.128,31.301,27.714,11.385,1.29,0.834,26.003
1979-03-24,1979,3,March,24.457,31.307,27.882,6.547,2.385,0.842,26.413
1979-03-25,1979,3,March,23.703,32.752,28.228,0.045,2.352,0.744,26.838
1979-03-26,1979,3,March,24.557,30.161,27.359,8.408,3.093,0.758,26.377
1979-03-27,1979,3,March,24.078,30.837,27.458,0.014,3.958,0.692,26.645
1979-03-28,1979,3,March,24.325,30.408,27.367,0.0,3.932,0.683,26.801
1979-03-29,1979,3,March,23.86,31.184,27.522,0.069,3.387,0.648,26.616
1979-03-30,1979,3,March,24.638,30.644,27.641,0.0,4.407,0.664,26.489
1979-03-31,1979,3,March,23.82,29.36,26.59,0.0,4.093,0.686,22.471
1979-04-01,1979,4,April,24.99,31.269,28.13,0.573,4.232,0.66,26.123
1979-04-02,1979,4,April,24.912,31.513,28.212,0.137,4.395,0.632,25.605
1979-04-03,1979,4,April,24.751,31.99,28.37,0.0,3.897,0.618,26.222
1979-04-04,1979,4,April,25.104,32.177,28.64,0.0,4.211,0.666,24.998
1979-04-05,1979,4,April,25.489,31.974,28.732,0.453,3.629,0.663,25.346
1979-04-06,1979,4,April,24.744,33.382,29.063,0.0,2.923,0.646,25.423
1979-04-07,1979,4,April,24.696,31.434,28.065,3.934,2.747,0.748,20.016
1979-04-08,1979,4,April,24.78,29.282,27.031,5.479,3.848,0.814,10.841
1979-04-09,1979,4,April,24.569,27.761,26.165,16.253,3.129,0.885,15.292
1979-04-10,1979,4,April,24.952,28.619,26.786,11.85,3.742,0.847,22.389
1979-04-11,1979,4,April,25.21,30.002,27.606,3.485,2.945,0.812,24.53
1979-04-12,1979,4,April,25.378,29.589,27.484,9.304,3.192,0.831,24.26
1979-04-13,1979,4,April,24.865,29.774,27.319,8.09,3.452,0.846,24.01
1979-04-14,1979,4,April,24.885,26.62,25.752,56.549,4.253,0.912,15.753
1979-04-15,1979,4,April,23.547,25.13,24.338,53.356,2.562,0.939,0.764
1979-04-16,1979,4,April,23.093,28.6,25.846,0.697,1.888,0.85,17.525
1979-04-17,1979,4,April,22.77,31.653,27.212,0.604,1.756,0.807,24.323
1979-04-18,1979,4,April,21.619,29.145,25.382,0.446,1.406,0.791,24.468
1979-04-19,1979,4,April,22.927,31.296,27.112,0.072,2.021,0.729,24.222
1979-04-20,1979,4,April,23.118,30.598,26.858,0.0,2.968,0.705,24.814
1979-04-21,1979,4,April,23.557,30.324,26.94,0.0,4.301,0.703,24.481
1979-04-22,1979,4,April,24.379,30.409,27.394,0.0,4.892,0.678,24.283
1979-04-23,1979,4,April,24.291,30.905,27.598,0.0,4.787,0.689,24.045
1979-04-24,1979,4,April,24.586,30.255,27.42,0.103,4.483,0.73,23.576
1979-04-25,1979,4,April,24.899,30.046,27.472,1.178,4.263,0.763,21.89
1979-04-26,1979,4,April,24.928,28.856,26.892,0.659,4.282,0.764,14.363
1979-04-27,1979,4,April,24.723,31.021,27.872,0.0,4.92,0.694,23.435
1979-04-28,1979,4,April,24.495,30.992,27.744,0.0,4.737,0.7,23.333
1979-04-29,1979,4,April,25.075,30.878,27.976,0.0,5.134,0.708,23.114
1979-04-30,1979,4,April,25.547,31.504,28.526,0.0,5.518,0.69,23.127
1979-05-01,1979,5,May,25.816,31.58,28.698,0.0,6.034,0.684,22.634
1979-05-02,1979,5,May,26.353,32.031,29.192,0.0,5.93,0.652,22.874
1979-05-03,1979,5,May,25.918,31.497,28.708,0.0,5.648,0.669,22.569
1979-05-04,1979,5,May,25.183,31.723,28.453,0.0,4.911,0.643,22.953
1979-05-05,1979,5,May,24.92,31.293,28.106,0.0,4.625,0.665,22.065
1979-05-06,1979,5,May,24.271,31.363,27.817,0.0,4.362,0.626,22.982
1979-05-07,1979,5,May,23.97,31.373,27.672,0.0,3.974,0.654,22.41
1979-05-08,1979,5,May,23.375,32.437,27.906,0.0,3.07,0.653,22.736
1979-05-09,1979,5,May,24.282,31.685,27.984,0.134,3.261,0.704,21.441
1979-05-10,1979,5,May,25.256,31.65,28.453,1.202,3.294,0.726,21.897
1979-05-11,1979,5,May,24.969,30.476,27.722,3.124,3.243,0.777,21.676
1979-05-12,1979,5,May,25.216,30.511,27.864,1.768,4.371,0.745,21.658
1979-05-13,1979,5,May,25.348,30.714,28.031,0.587,4.72,0.732,21.368
1979-05-14,1979,5,May,25.441,29.321,27.381,0.041,5.067,0.749,12.744
1979-05-15,1979,5,May,25.226,28.328,26.777,0.676,5.541,0.76,7.937
1979-05-16,1979,5,May,25.738,29.433,27.586,0.323,5.979,0.725,12.703
1979-05-17,1979,5,May,25.317,27.585,26.451,0.797,5.17,0.781,8.528
1979-05-18,1979,5,May,25.204,30.472,27.838,0.474,5.666,0.69,19.481
1979-05-19,1979,5,May,24.892,30.556,27.724,0.062,5.262,0.703,19.442
1979-05-20,1979,5,May,25.009,30.552,27.78,0.017,5.845,0.65,20.88
1979-05-21,1979,5,May,23.91,30.073,26.992,0.0,4.709,0.665,17.17
1979-05-22,1979,5,May,23.608,29.591,26.6,0.144,4.411,0.659,16.127
1979-05-23,1979,5,May,23.462,28.856,26.159,0.323,5.242,0.714,9.098
1979-05-24,1979,5,May,24.203,30.039,27.121,0.278,6.044,0.682,17.182
1979-05-25,1979,5,May,23.791,28.786,26.288,0.821,5.394,0.65,20.073
1979-05-26,1979,5,May,23.935,27.063,25.499,2.523,4.684,0.732,6.206
1979-05-27,1979,5,May,22.652,30.018,26.335,0.0,4.382,0.677,20.973
1979-05-28,1979,5,May,23.344,29.969,26.656,0.0,4.358,0.673,21.005
1979-05-29,1979,5,May,23.168,30.313,26.74,0.0,4.256,0.662,21.076
1979-05-30,1979,5,May,23.79,30.135,26.962,0.0,5.27,0.66,20.463
1979-05-31,1979,5,May,24.629,27.139,25.884,0.0,5.894,0.704,8.561
1979-06-01,1979,6,June,24.812,29.358,27.085,0.024,6.595,0.661,19.517
1979-06-02,1979,6,June,24.111,29.303,26.707,0.0,5.378,0.659,11.302
1979-06-03,1979,6,June,24.302,28.79,26.546,0.01,5.501,0.694,13.09
1979-06-04,1979,6,June,25.258,29.024,27.141,0.204,6.062,0.692,11.499
1979-06-05,1979,6,June,25.186,28.354,26.77,0.352,6.338,0.706,7.245
1979-06-06,1979,6,June,25.053,29.356,27.205,0.062,6.502,0.686,11.076
1979-06-07,1979,6,June,24.551,30.174,27.362,0.057,5.998,0.66,20.37
1979-06-08,1979,6,June,24.736,29.626,27.181,0.283,5.417,0.683,11.292
1979-06-09,1979,6,June,23.639,29.076,26.358,0.0,5.25,0.667,16.659
1979-06-10,1979,6,June,23.539,29.661,26.6,0.0,5.39,0.656,19.666
1979-06-11,1979,6,June,23.472,29.045,26.258,0.031,5.823,0.67,12.963
1979-06-12,1979,6,June,23.132,27.391,25.261,0.072,5.159,0.701,10.569
1979-06-13,1979,6,June,23.843,28.956,26.4,0.0,5.131,0.711,10.329
1979-06-14,1979,6,June,23.854,29.065,26.46,0.549,5.169,0.714,10.764
1979-06-15,1979,6,June,24.793,27.172,25.982,0.082,5.941,0.695,5.457
1979-06-16,1979,6,June,24.549,29.134,26.842,0.007,7.542,0.643,18.414
1979-06-17,1979,6,June,24.357,29.404,26.88,0.003,6.828,0.641,19.705
1979-06-18,1979,6,June,24.209,30.017,27.113,0.16,5.117,0.684,14.934
1979-06-19,1979,6,June,23.402,25.224,24.313,4.008,4.873,0.81,3.035
1979-06-20,1979,6,June,23.393,29.508,26.45,3.193,4.014,0.792,14.609
1979-06-21,1979,6,June,22.446,24.803,23.624,1.27,4.826,0.829,4.792
1979-06-22,1979,6,June,23.662,27.037,25.35,0.63,4.077,0.761,5.027
1979-06-23,1979,6,June,23.153,28.476,25.814,0.151,4.387,0.755,11.819
1979-06-24,1979,6,June,24.453,29.07,26.761,0.289,5.76,0.739,10.503
1979-06-25,1979,6,June,25.149,30.004,27.577,0.108,6.34,0.706,14.023
1979-06-26,1979,6,June,24.787,25.856,25.322,1.284,5.845,0.756,2.606
1979-06-27,1979,6,June,23.532,30.203,26.868,0.014,6.007,0.648,20.315
1979-06-28,1979,6,June,22.336,29.309,25.822,0.0,4.595,0.644,20.522
1979-06-29,1979,6,June,21.76,29.054,25.407,0.0,4.731,0.649,20.07
1979-06-30,1979,6,June,21.711,28.488,25.1,0.0,4.837,0.599,20.54
1979-07-01,1979,7,July,21.026,27.868,24.447,0.0,4.499,0.625,20.636
1979-07-02,1979,7,July,21.77,28.881,25.325,0.0,4.91,0.653,20.672
1979-07-03,1979,7,July,22.163,28.927,25.545,0.0,4.826,0.669,20.133
1979-07-04,1979,7,July,22.723,28.181,25.452,0.0,4.701,0.677,18.86
1979-07-05,1979,7,July,22.931,28.264,25.598,0.0,5.376,0.675,19.29
1979-07-06,1979,7,July,22.957,27.532,25.245,0.378,5.358,0.667,12.754
1979-07-07,1979,7,July,22.943,27.036,24.99,0.13,6.601,0.659,13.481
1979-07-08,1979,7,July,23.467,26.127,24.797,0.791,5.791,0.736,5.58
1979-07-09,1979,7,July,23.585,29.653,26.619,0.0,5.914,0.661,20.317
1979-07-10,1979,7,July,23.117,29.184,26.15,0.0,5.465,0.627,18.077
1979-07-11,1979,7,July,22.751,27.091,24.921,0.597,5.301,0.703,13.166
1979-07-12,1979,7,July,22.367,26.848,24.608,0.987,5.869,0.685,9.707
1979-07-13,1979,7,July,21.586,28.587,25.086,0.0,4.299,0.655,16.723
1979-07-14,1979,7,July,22.61,28.829,25.72,0.0,5.252,0.669,17.582
1979-07-15,1979,7,July,22.71,28.07,25.39,0.0,5.938,0.651,17.66
1979-07-16,1979,7,July,22.866,28.845,25.856,0.257,6.861,0.641,20.444
1979-07-17,1979,7,July,22.387,28.634,25.51,0.0,6.311,0.59,21.518
1979-07-18,1979,7,July,21.204,28.84,25.022,0.0,4.765,0.639,20.646
1979-07-19,1979,7,July,21.229,29.589,25.409,0.284,4.198,0.672,17.941
1979-07-20,1979,7,July,21.716,29.175,25.446,0.0,4.715,0.674,21.284
1979-07-21,1979,7,July,22.169,29.234,25.702,0.0,4.889,0.675,21.296
1979-07-22,1979,7,July,22.87,29.715,26.292,0.0,5.632,0.61,21.425
1979-07-23,1979,7,July,22.703,29.684,26.194,0.0,6.173,0.575,21.904
1979-07-24,1979,7,July,22.026,29.244,25.635,0.0,5.586,0.593,21.61
1979-07-25,1979,7,July,21.553,29.46,25.507,0.479,3.636,0.682,15.954
1979-07-26,1979,7,July,22.447,28.895,25.671,0.045,4.157,0.648,7.748
1979-07-27,1979,7,July,22.778,26.348,24.563,3.263,5.076,0.789,6.16
1979-07-28,1979,7,July,24.362,28.651,26.506,0.431,5.491,0.73,8.432
1979-07-29,1979,7,July,22.208,26.801,24.504,0.287,5.925,0.718,9.538
1979-07-30,1979,7,July,21.034,24.249,22.642,0.492,4.522,0.752,5.576
1979-07-31,1979,7,July,20.369,29.159,24.764,0.038,3.362,0.698,21.41
1979-08-01,1979,8,August,20.561,29.615,25.088,0.0,3.581,0.673,21.826
1979-08-02,1979,8,August,20.954,29.354,25.154,0.0,4.103,0.681,21.977
1979-08-03,1979,8,August,21.69,28.961,25.325,0.0,5.127,0.632,22.399
1979-08-04,1979,8,August,21.725,27.991,24.858,0.0,5.467,0.634,21.111
1979-08-05,1979,8,August,21.609,27.872,24.74,0.0,5.468,0.638,22.699
1979-08-06,1979,8,August,20.951,24.573,22.762,0.292,5.151,0.675,5.207
1979-08-07,1979,8,August,21.115,26.644,23.88,0.316,4.905,0.669,15.567
1979-08-08,1979,8,August,21.409,25.949,23.679,0.137,3.666,0.703,9.057
1979-08-09,1979,8,August,20.607,25.909,23.258,0.506,3.516,0.751,8.331
1979-08-10,1979,8,August,20.652,29.685,25.168,0.0,4.19,0.684,23.023
1979-08-11,1979,8,August,22.238,30.22,26.229,0.0,4.686,0.639,23.225
1979-08-12,1979,8,August,22.21,30.877,26.544,0.0,5.15,0.634,23.197
1979-08-13,1979,8,August,22.108,29.43,25.769,0.0,4.844,0.666,20.009
1979-08-14,1979,8,August,21.4,27.588,24.494,0.01,5.729,0.591,23.609
1979-08-15,1979,8,August,21.548,26.107,23.828,0.712,4.712,0.686,8.352
1979-08-16,1979,8,August,21.372,29.941,25.656,0.0,3.82,0.676,20.605
1979-08-17,1979,8,August,21.891,28.15,25.02,0.0,4.709,0.665,18.762
1979-08-18,1979,8,August,21.522,24.984,23.253,0.702,4.604,0.755,4.125
1979-08-19,1979,8,August,22.024,28.47,25.247,0.0,6.047,0.639,23.521
1979-08-20,1979,8,August,21.795,27.346,24.571,0.161,5.215,0.654,10.659
1979-08-21,1979,8,August,20.741,25.117,22.929,0.106,3.795,0.691,6.414
1979-08-22,1979,8,August,20.616,27.076,23.846,0.017,4.098,0.686,11.767
1979-08-23,1979,8,August,20.486,30.615,25.55,0.0,4.084,0.635,24.616
1979-08-24,1979,8,August,22.177,29.511,25.844,0.0,5.913,0.629,24.391
1979-08-25,1979,8,August,22.611,30.002,26.306,0.0,5.819,0.612,24.367
1979-08-26,1979,8,August,23.118,30.55,26.834,0.0,6.02,0.628,24.018
1979-08-27,1979,8,August,23.39,30.66,27.025,0.0,5.932,0.621,24.176
1979-08-28,1979,8,August,22.756,31.047,26.902,0.0,5.532,0.576,24.682
1979-08-29,1979,8,August,22.793,30.143,26.468,0.0,5.766,0.613,24.64
1979-08-30,1979,8,August,23.183,29.272,26.228,0.154,5.653,0.676,11.379
1979-08-31,1979,8,August,23.523,30.742,27.132,0.021,6.051,0.663,22.967
1979-09-01,1979,9,September,24.249,32.923,28.586,0.0,6.084,0.55,24.713
1979-09-02,1979,9,September,24.162,30.306,27.234,0.0,7.086,0.593,24.792
1979-09-03,1979,9,September,23.765,30.041,26.903,0.0,6.632,0.596,24.949
1979-09-04,1979,9,September,23.419,30.414,26.916,0.0,5.647,0.6,25.049
1979-09-05,1979,9,September,23.188,31.11,27.149,0.0,4.971,0.649,24.827
1979-09-06,1979,9,September,22.62,30.982,26.801,0.122,4.032,0.675,24.729
1979-09-07,1979,9,September,23.731,31.195,27.463,0.237,5.023,0.694,19.63
1979-09-08,1979,9,September,24.872,32.355,28.614,0.0,6.404,0.656,25.087
1979-09-09,1979,9,September,24.674,31.189,27.932,0.033,6.581,0.655,25.467
1979-09-10,1979,9,September,24.029,30.78,27.404,0.088,6.439,0.628,25.863
1979-09-11,1979,9,September,23.683,27.572,25.627,0.472,5.423,0.688,8.539
1979-09-12,1979,9,September,22.454,32.356,27.405,0.0,4.444,0.617,25.373
1979-09-13,1979,9,September,22.385,31.482,26.934,0.0,4.938,0.584,25.987
1979-09-14,1979,9,September,23.481,30.58,27.03,0.0,5.91,0.609,20.554
1979-09-15,1979,9,September,23.495,30.81,27.152,0.0,6.359,0.572,26.7
1979-09-16,1979,9,September,23.251,30.46,26.856,0.271,6.115,0.582,25.715
1979-09-17,1979,9,September,22.789,29.737,26.263,0.0,5.443,0.624,21.957
1979-09-18,1979,9,September,23.08,31.271,27.176,0.01,5.793,0.642,24.988
1979-09-19,1979,9,September,23.235,31.253,27.244,0.0,5.822,0.61,26.702
1979-09-20,1979,9,September,22.919,31.65,27.284,0.0,5.461,0.631,26.608
1979-09-21,1979,9,September,22.915,31.427,27.171,0.0,5.55,0.595,26.947
1979-09-22,1979,9,September,23.361,31.84,27.6,0.0,5.919,0.601,26.853
1979-09-23,1979,9,September,24.225,30.863,27.544,0.0,6.142,0.579,26.714
1979-09-24,1979,9,September,23.845,26.554,25.2,0.999,5.641,0.691,5.292
1979-09-25,1979,9,September,23.684,26.325,25.004,0.601,6.156,0.676,8.676
1979-09-26,1979,9,September,23.555,29.98,26.768,0.142,6.733,0.623,21.091
1979-09-27,1979,9,September,22.765,29.789,26.277,0.136,5.763,0.587,23.961
1979-09-28,1979,9,September,22.84,30.376,26.608,0.0,5.913,0.605,26.914
1979-09-29,1979,9,September,22.67,31.081,26.876,0.0,5.079,0.59,27.445
1979-09-30,1979,9,September,21.992,31.351,26.672,0.0,3.619,0.58,25.491
1979-10-01,1979,10,October,21.581,32.64,27.11,0.0,2.23,0.663,21.095
1979-10-02,1979,10,October,21.921,32.146,27.034,0.0,3.935,0.629,26.102
1979-10-03,1979,10,October,23.708,32.193,27.95,0.0,5.284,0.567,25.527
1979-10-04,1979,10,October,23.002,32.327,27.664,0.0,4.691,0.552,27.093
1979-10-05,1979,10,October,19.105,36.027,27.566,0.0,2.945,0.555,27.686
1979-10-06,1979,10,October,21.144,34.032,27.588,0.0,3.846,0.503,28.239
1979-10-07,1979,10,October,21.105,36.783,28.944,0.0,2.425,0.565,28.123
1979-10-08,1979,10,October,20.76,36.415,28.588,0.0,2.796,0.571,28.266
1979-10-09,1979,10,October,22.41,33.827,28.118,0.0,4.638,0.557,28.291
1979-10-10,1979,10,October,23.01,30.925,26.968,0.168,4.563,0.686,17.053
1979-10-11,1979,10,October,24.334,29.991,27.162,5.764,4.371,0.785,6.802
1979-10-12,1979,10,October,24.87,28.153,26.511,7.436,4.95,0.805,13.775
1979-10-13,1979,10,October,25.086,31.211,28.148,9.259,3.726,0.761,26.632
1979-10-14,1979,10,October,24.141,32.963,28.552,13.218,2.997,0.782,23.386
1979-10-15,1979,10,October,24.443,29.63,27.036,12.89,4.349,0.783,21.639
1979-10-16,1979,10,October,25.083,34.598,29.84,0.0,3.858,0.628,26.15
1979-10-17,1979,10,October,24.869,34.72,29.794,0.0,4.208,0.572,27.99
1979-10-18,1979,10,October,23.292,34.5,28.896,0.0,4.554,0.533,28.794
1979-10-19,1979,10,October,23.036,33.812,28.424,0.0,4.772,0.554,28.494
1979-10-20,1979,10,October,20.81,35.028,27.919,0.0,2.727,0.64,28.285
1979-10-21,1979,10,October,20.011,40.421,30.216,0.0,1.816,0.658,28.107
1979-10-22,1979,10,October,22.423,34.404,28.414,0.0,3.95,0.608,27.432
1979-10-23,1979,10,October,23.699,34.031,28.865,0.0,5.168,0.583,28.399
1979-10-24,1979,10,October,24.215,33.598,28.906,0.0,4.531,0.567,27.06
1979-10-25,1979,10,October,23.363,32.383,27.873,0.0,4.592,0.592,28.16
1979-10-26,1979,10,October,24.108,32.725,28.416,0.0,5.361,0.567,28.369
1979-10-27,1979,10,October,24.237,32.957,28.597,0.0,4.327,0.588,22.739
1979-10-28,1979,10,October,23.929,33.533,28.731,0.0,3.824,0.607,25.652
1979-10-29,1979,10,October,24.079,33.416,28.748,0.034,4.244,0.618,26.236
1979-10-30,1979,10,October,25.396,33.933,29.664,0.0,5.064,0.586,26.715
1979-10-31,1979,10,October,25.074,33.738,29.406,0.0,5.077,0.583,27.68
1979-11-01,1979,11,November,24.84,33.489,29.164,0.0,5.217,0.599,27.771
1979-11-02,1979,11,November,25.106,32.592,28.849,0.149,5.492,0.602,27.094
1979-11-03,1979,11,November,24.992,33.379,29.185,0.0,5.855,0.573,27.63
1979-11-04,1979,11,November,24.589,32.818,28.704,0.657,5.985,0.594,27.784
1979-11-05,1979,11,November,24.497,32.336,28.416,0.125,5.863,0.587,24.055
1979-11-06,1979,11,November,24.845,33.465,29.155,0.0,6.35,0.579,28.251
1979-11-07,1979,11,November,24.939,33.076,29.008,0.0,6.711,0.579,28.308
1979-11-08,1979,11,November,25.232,33.755,29.494,0.0,6.181,0.538,26.133
1979-11-09,1979,11,November,24.541,33.417,28.979,0.0,5.365,0.55,28.769
1979-11-10,1979,11,November,23.925,33.067,28.496,0.0,5.42,0.565,29.062
1979-11-11,1979,11,November,24.218,33.867,29.042,0.0,5.429,0.559,28.965
1979-11-12,1979,11,November,23.843,34.202,29.022,0.0,4.544,0.554,28.867
1979-11-13,1979,11,November,23.714,34.966,29.34,0.0,3.704,0.594,28.621
1979-11-14,1979,11,November,25.302,35.259,30.28,0.0,4.464,0.573,28.83
1979-11-15,1979,11,November,25.735,34.659,30.197,0.0,5.352,0.558,28.837
1979-11-16,1979,11,November,25.829,34.904,30.367,0.0,5.511,0.556,28.887
1979-11-17,1979,11,November,25.326,34.355,29.84,0.0,5.505,0.543,29.101
1979-11-18,1979,11,November,25.295,34.3,29.798,0.0,5.358,0.562,28.953
1979-11-19,1979,11,November,25.815,34.748,30.282,0.0,5.606,0.578,28.593
1979-11-20,1979,11,November,25.93,35.053,30.492,0.0,5.239,0.568,28.865
1979-11-21,1979,11,November,24.672,35.459,30.066,0.0,3.308,0.602,28.45
1979-11-22,1979,11,November,22.259,36.766,29.512,0.0,2.651,0.614,28.732
1979-11-23,1979,11,November,23.05,35.322,29.186,0.0,2.68,0.631,28.538
1979-11-24,1979,11,November,23.644,35.479,29.562,0.0,2.702,0.617,28.657
1979-11-25,1979,11,November,22.973,36.123,29.548,0.0,2.161,0.633,25.827
